al.Manufacturer,al.Model Number,al.Product Type,al.IP Address,al.MAC Address,al.PO Number,acc.Account Name,Lifecycle Asset Type,lm.Building Name,lm.Room Name,lm.Room Code,Install Date,Replacement Year
Polycom,Poly Studio X30 w/ TC8 Touchpanel,"Audio (Speaker, amplifier)",,,,University Health Care,Huddle Room,Helix,Huddle 2N202,2N202,"Mar 28, 2024",2030
Crestron,DM-RMC-4KZ-100-C,"TX, RX, Scaler",,,,University Health Care,Huddle Room,Helix,Huddle 5S110,5S110,"Mar 28, 2024",2030
Samsung,QB55R,Display,,,,University Health Care,Office,Helix,Office 5S105,5S105,"Mar 28, 2024",2030
Samsung,QB55R,Display,,,,University Health Care,Huddle Room,Helix,Huddle 3S137,3S137,"Mar 28, 2024",2030
Extron,60156602 (TLP Pro 1025M),User Interface,,,DO8102208169862,Utah Department of Transportation - Traffic Operations Center,Operation Center,Traffic Operations Center,TOC,TOC,"Feb 14, 2023",2033
Samsung,QM65R,Display,,,,University Health Care,Digital Signage,Helix,Building Wide Digital Signage,,"Mar 28, 2024",2030
Samsung,QB55R,Display,,,,University Health Care,Huddle Room,Helix,Huddle 4S139,4S139,"Mar 28, 2024",2030
Barco,ClickShare C-10,Wireless Presentation,,,,University Health Care,Office,Helix,Office 3N105,3N105,"Mar 28, 2024",2030
Polycom,Poly Studio X30 w/ TC8 Touchpanel,"Audio (Speaker, amplifier)",,,,University Health Care,Huddle Room,Helix,Huddle 2C2000,2C2000,"Mar 28, 2024",2030
Crestron,DM-NVX-360C,"TX, RX, Scaler",,,,University Health Care,Auditorium,Helix,Lecture/Conference GS150/GS155,GS150/GS155,"Mar 28, 2024",2030
Crestron,TSW-1070-X-S,User Interface,,,,University Health Care,Auditorium,Helix,Lecture/Conference GS150/GS155,GS150/GS155,"Mar 28, 2024",2030
Vaddio,RoboSHOT 30E HDBT,Camera,,,,University Health Care,Auditorium,Helix,Lecture/Conference GS150/GS155,GS150/GS155,"Mar 28, 2024",2030
Shure,MXA910W-US,Audio (Microphone),,,,University Health Care,Auditorium,Helix,Lecture/Conference GS150/GS155,GS150/GS155,"Mar 28, 2024",2030
Crestron,RMC3,Control Processor,10.88.35.25,00.10.7f.cb.8c.77,,University of Utah,Classroom,AEB,AEB 350 - F,350 - F,"Jan 01, 2019",2026
Atlona,Altona USB Extender,Camera,,,,University of Utah,Classroom,GC,GC 3153,3153,"Jan 01, 2019",2026
Shure,MX202W,Audio (Microphone),,,,University of Utah,Classroom,GC,GC 5310,5310,"Jan 01, 2019",2026
Tripp-Lite,USB 2.0 Over Cat5 Extender,Accessory,,,,University of Utah,Classroom,HEB,"HEB 2004, 2006, 2008 - F",2004,"Jan 01, 2019",2026
Crestron,TSW-760,User Interface,10.80.42.12,00.10.7f.d4.ac.de,,University of Utah,Classroom,JFB,JFB 101,101,"Jan 01, 2019",2026
Panasonic,PT-VMZ61U7,Display,,,,University of Utah,Classroom,HSEB,HSEB 2962,2962,"Jan 01, 2019",2026
Sharp,PNLE-801,Display,,,,University of Utah,Classroom,GC,GC 2140,2140,"Jan 01, 2019",2026
Crestron,DM-RMC-4KZ-Scaler-C,"TX, RX, Scaler",,,,University of Utah,Classroom,MLIB,MLIB 1715 - F,1715 - F,"Jan 01, 2019",2026
Crestron,AM-3000,Wireless Presentation,,,,University of Utah,Classroom,GC,GC 3660,3660,"Jan 01, 2019",2026
Crestron,DM-TX-4KZ-100-C-1G,"TX, RX, Scaler",,,,University of Utah,Classroom,GC,GC 5680,5680,"Jan 01, 2019",2026
Crestron,DM-TX-201-C,Accessory,,00.10.7f.61.04.ca,,University of Utah,Classroom,HEB,"HEB 2004, 2006, 2008 - F",2004,"Jan 01, 2019",2026
Crestron,DM-TX-200-C,"TX, RX, Scaler",,,,University of Utah,Classroom,JFB,JFB 102,102,"Jan 01, 2019",2026
,,"TX, RX, Scaler",10.72.36.219,,,University of Utah,Classroom,HSEB,HSEB 2968,2968,"Jan 01, 2019",2026
Crestron,TSW-760,User Interface,10.88.4.147,00.10.7f.a0.fe.35,,University of Utah,Classroom,GC,GC 2140,2140,"Jan 01, 2019",2026
Panasonic,PT-RZ120L,Display,,,,University of Utah,Classroom,GC,GC 2900P,2900P,"Jan 01, 2019",2026
Newline,Interactive display,Display,,,,University of Utah,Classroom,GC,GC 4660,4660,"Jan 01, 2019",2026
2 Ceiling mounted,"6"" wide","Audio (Speaker, amplifier)",,,,University of Utah,Classroom,JWB,JWB 308 - F,308 - F,"Jan 01, 2019",2026
Crestron,DMPS3-300-C,Control Processor,10.72.36.30,00.10.7f.be.51.ae,,University of Utah,Classroom,HSEB,HSEB 1700,1700,"Jan 01, 2019",2026
Panasonic,PT-VMZ61U7,Display,,,,University of Utah,Classroom,HSEB,HSEB 4100B,4100B,"Jan 01, 2019",2026
Crestron,AM-3000,Wireless Presentation,10.72.40.116,c6.42.68.57.13.ed,,University of Utah,Classroom,HSEB,HSEB 5100A,5100A,"Jan 01, 2019",2026
Radio Design Labs,STD-10K,Accessory,,,,University of Utah,Classroom,AEB,AEB 350 - F,350 - F,"Jan 01, 2019",2026
Crestron,TSW-760,User Interface,10.88.5.22,00.10.7f.a3.24.0a,,University of Utah,Classroom,GC,GC 3153,3153,"Jan 01, 2019",2026
Shure,MX202,Audio (Microphone),,,,University of Utah,Classroom,GC,GC 5490,5490,"Jan 01, 2019",2026
Biamp,Tesiraforte Dan Vt,Control Processor,192.168.1.123,78.45.01.14.1e.50,,University of Utah,Classroom,HEB,"HEB 2004, 2006, 2008 - F",2004,"Jan 01, 2019",2026
1,,Accessory,,,,University of Utah,Classroom,HSEB,HSEB 3420,3420,"Jan 01, 2019",2026
Rocware,RM702,Audio (Microphone),,,,University of Utah,Classroom,HSEB,HSEB 2971,2971,"Jan 01, 2019",2026
Yealink,AVHub,"TX, RX, Scaler",,,,Onset Financial,Conference Room,St. George Office,3rd Floor Conf Room,,"Jul 28, 2025",2032
Yealink,1303108,Wireless Presentation,,,,Weber State University,Classroom,McKay Engineering,Room,263,"Oct 24, 2023",2030
Rocware,RM702,Audio (Microphone),,,U000613719,University of Utah,Classroom,AEB,AEB 340,340,"Feb 10, 2026",2033
Videri,SR24302M,Display,,,110000004615 / RET-10464,Yaamava Resort & Casino,Digital Signage,Yaamava Theater,Lobby,200,"Jan 03, 2025",2032
Crestron,Crestron DM-NVX-E30C,"TX, RX, Scaler",192.168.0.123,c4.42.68.83.58.d9,,University of Utah,Classroom,HSEB,HSEB 5100C ZR,5100C ZR,"Jan 01, 2019",2026
Sony,VPLPHZ51,Display,,,,Weber State University,Classroom,McKay Engineering,TV on Rolling Cart,005,"Oct 24, 2023",2030
Extron,60-1823-01,"Audio (Speaker, amplifier)",,,,Weber State University,Classroom,McKay Engineering,Room Group,323,"Oct 24, 2023",2030
Crestron,HD-RX-201-C-E,"TX, RX, Scaler",10.88.35.24,00:10:7f:b3:95:bd,,University of Utah,Classroom,AEB,AEB 340,340,"Feb 10, 2026",2033
Videri,SR24902M,Display,,,110000004615 / RET-10464,Yaamava Resort & Casino,Digital Signage,Yaamava Theater,Lobby,200,"Jan 03, 2025",2032
Crestron,Crestron DM-NVX-D30,"TX, RX, Scaler",192.168.0.218,c4.42.68.81.2d.c9,,University of Utah,Classroom,HSEB,HSEB 5100C ZR,5100C ZR,"Jan 01, 2019",2026
Extron,60-1881-03,"Audio (Speaker, amplifier)",,,,Weber State University,Classroom,McKay Engineering,Open Study 100B,100B,"Oct 24, 2023",2030
Sony,FW55BZ30L,Display,,,,Weber State University,Classroom,McKay Engineering,Room Group,324,"Oct 24, 2023",2030
Crestron,Amp 225,"Audio (Speaker, amplifier)",,,,University of Utah,Classroom,AEB,AEB 340,340,"Feb 10, 2026",2033
Videri,SR24902M,Display,,,110000004615 / RET-10464,Yaamava Resort & Casino,Digital Signage,Yaamava Theater,Hallway,100,"Jan 03, 2025",2032
Netgear,Netgear M4250-26G4F-POE+,Networking,,,,University of Utah,Classroom,HSEB,HSEB 5100C ZR,5100C ZR,"Jan 01, 2019",2026
Sony,FW75BZ40L,Display,,,,Weber State University,Classroom,McKay Engineering,Open Study 100B,100B,"Oct 24, 2023",2030
Chief,LTM1U,Accessory,,,,Weber State University,Classroom,McKay Engineering,Room Group,302,"Oct 24, 2023",2030
Rocware,RC821U,Camera,,,U613719,University of Utah,Classroom,AEB,AEB 350,350,"Feb 10, 2026",2033
Videri,SR24902M,Display,,,110000004615 / RET-10464,Yaamava Resort & Casino,Digital Signage,Yaamava Theater,Hallway,100,"Jan 03, 2025",2032
JuiceGoose,CQ-1520,Accessory,,,,University of Utah,Classroom,MLIB,MLIB 1735-F,1735-F,"Jan 01, 2019",2026
Crestron,TSW-770-B-S,User Interface,,,,Weber State University,Conference Room,McKay Engineering,Standard Conference Room,232,"Oct 24, 2023",2030
Sony,VPLPHZ51,Display,,,,Weber State University,Classroom,McKay Engineering,Classrooms,326,"Oct 24, 2023",2030
Chief,CMA443,Accessory,,,,Weber State University,Classroom,McKay Engineering,Classrooms,328,"Oct 24, 2023",2030
Extron,60-000690,"TX, RX, Scaler",,,,Weber State University,Classroom,McKay Engineering,Room Group,321,"Oct 24, 2023",2030
Sony,FW55BZ30L,Display,,,,Weber State University,Classroom,McKay Engineering,Room Group,330,"Oct 24, 2023",2030
AVPro Edge,ACEX70444KIT,"TX, RX, Scaler",,,,Weber State University,Conference Room,McKay Engineering,Standard Conference Room,230,"Oct 24, 2023",2030
Extron,42-120-13,"Audio (Speaker, amplifier)",,,,Weber State University,Conference Room,McKay Engineering,Standard Conference Room,232,"Oct 24, 2023",2030
AVPro Edge,ACEX70444KIT,"TX, RX, Scaler",,,,Weber State University,Classroom,McKay Engineering,Classrooms,326,"Oct 24, 2023",2030
AVPro Edge,ACEX70444KIT,"TX, RX, Scaler",,,,Weber State University,Classroom,McKay Engineering,Classrooms,328,"Oct 24, 2023",2030
Da-Lite,70288,Accessory,,,,Weber State University,Classroom,McKay Engineering,Room Group,321,"Oct 24, 2023",2030
Hall Technologies,U22-160-DP,"TX, RX, Scaler",,,,University of Utah,Classroom,AEB,AEB 306,306,"Sep 15, 2025",2032
Kramer Electronics,PA-120Z,"Audio (Speaker, amplifier)",,,,Weber State University,Conference Room,McKay Engineering,Standard Conference Room,231,"Oct 24, 2023",2030
Chief,LTM1U,Accessory,,,,Weber State University,Classroom,McKay Engineering,Classrooms,322,"Oct 24, 2023",2030
Sony,FW65BZ35L,Display,,,,Weber State University,Classroom,McKay Engineering,Classrooms,327,"Oct 24, 2023",2030
Da-Lite,70288,Accessory,,,,Weber State University,Classroom,McKay Engineering,Classrooms,331,"Oct 24, 2023",2030
Extron,60-000690,"TX, RX, Scaler",,,,Weber State University,Classroom,McKay Engineering,Room Group,330,"Oct 24, 2023",2030
2 hanging from ceiling,,Audio (Microphone),,,,University of Utah,Classroom,AEB,AEB 320 - F,320 - F,"Jan 01, 2019",2026
Crestron,TS-770-B-S,User Interface,,,,Weber State University,Conference Room,McKay Engineering,Standard Conference Room,232,"Oct 24, 2023",2030
Chief,RPAU,Accessory,,,,Weber State University,Classroom,McKay Engineering,Classrooms,326,"Oct 24, 2023",2030
Chief,RPAU,Accessory,,,,Weber State University,Classroom,McKay Engineering,Classrooms,328,"Oct 24, 2023",2030
Extron,60-000690,"TX, RX, Scaler",,,,Weber State University,Classroom,McKay Engineering,Room Group,321,"Oct 24, 2023",2030
Sony,FW55BZ30L,Display,,,,Weber State University,Classroom,McKay Engineering,Room Group,330,"Oct 24, 2023",2030
Shure,MX202 W,Audio (Microphone),,,,University of Utah,Classroom,GC,GC 1770,1770,"Jan 01, 2019",2026
Crestron,HD-RX-201-C-E,"TX, RX, Scaler",10.88.35.34,00:10:7f:b3:95:bb,,University of Utah,Classroom,AEB,AEB 360 - F,360 - F,"Jan 01, 2019",2026
Rocware,RM702A,Audio (Microphone),,,,University of Utah,Classroom,BEHS,BEHS 106,106,"Jan 01, 2019",2026
Atlona,,Camera,,,,University of Utah,Classroom,BUC,BUC 106 - F,106 - F,"Jan 01, 2019",2026
MXL,MXL,Audio (Microphone),,,,University of Utah,Classroom,BUC,BUC 207-F,207-F,"Jan 01, 2019",2026
Da-Lite,Model C,Accessory,,,,University of Utah,Classroom,BUC,BUC 210 - F,210 - F,"Jan 01, 2019",2026
Shure,ULXP4,Audio (Microphone),,,,University of Utah,Classroom,CTIHB,CTIHB 109 - F,109 - F,"Jan 01, 2019",2026
Crestron,DMPS3-300-C,Control Processor,10.88.4.31,00.10.7f.9e.38.54,,University of Utah,Classroom,GC,GC 1575,1575,"Jan 01, 2019",2026
Crestron,TSW-1060,User Interface,10.88.5.182,00.10.7f.ab.c3.12,,University of Utah,Classroom,GC,GC 5620,5620,"Jan 01, 2019",2026
Hall Technologies,USB 2.0 over Cat6,Accessory,,,,University of Utah,Classroom,HPR N,HPR N 226 - F,226 - F,"Jan 01, 2019",2026
dmps,,Control Processor,,,,University of Utah,Classroom,HSEB,HSEB 1140,1140,"Jan 01, 2019",2026
Sharp,PNLE701,Display,,,,University of Utah,Classroom,GC,GC 2560,2560,"Jan 01, 2019",2026
Panasonic,PT-VMZ51U7,Display,,,,University of Utah,Classroom,BEHS,BEHS 102,102,"Jan 01, 2019",2026
Da-Lite,,Accessory,,,,University of Utah,Classroom,BEHS,BEHS 107,107,"Jan 01, 2019",2026
Crestron,TSW-1060,User Interface,10.88.40.22,00.10.7f.a0.e4.e9,,University of Utah,Classroom,BUC,BUC 108 - F,108 - F,"Jan 01, 2019",2026
Rocware,RM702A,Audio (Microphone),,,,University of Utah,Classroom,BEHS,BEHS 113,113,"Jan 01, 2019",2026
Atlona,AT-HDVS-CAM-HDMI-WH,Camera,,,,University of Utah,Classroom,BUC,BUC 301 - F,301 - F,"Jan 01, 2019",2026
2 hanging from ceiling,,Audio (Microphone),,,,University of Utah,Classroom,FASB,FASB 101 - F,101 - F,"Jan 01, 2019",2026
Panasonic,PT- MZ780WU,Display,,,,University of Utah,Classroom,GC,GC 2760,2760,"Jan 01, 2019",2026
Crestron,HD-RX-201-C-E,"TX, RX, Scaler",10.80.38.33,00:10:7f:ce:cb:1c,,University of Utah,Classroom,HEB,HEB 2010 - F,2010 - F,"Jan 01, 2019",2026
Crestron,DMPS-4K-350-C,Control Processor,10.72.32.75,C4.42.68.9.E6.A3,,University of Utah,Classroom,HPR E,HPR E 206 - F,206 - F,"Jan 01, 2019",2026
Panasonic,PT-VMZ61U7,Display,,,,University of Utah,Classroom,HSEB,HSEB 3100D,3100D,"Jan 01, 2019",2026
Da-Lite,2 Screens,Accessory,,,,University of Utah,Classroom,GC,GC 2560,2560,"Jan 01, 2019",2026
Crestron,HD-TX-4KZ-101-1G-W,"TX, RX, Scaler",,,,University of Utah,Classroom,BEHS,BEHS 104,104,"Jan 01, 2019",2026
Rocware,RM702A,Audio (Microphone),,,,University of Utah,Classroom,BEHS,BEHS 109,109,"Jan 01, 2019",2026
Crestron,RMC3,Control Processor,10.88.40.30,00.10.7f.eb.d1.3e,,University of Utah,Classroom,BUC,BUC 204 - F,204 - F,"Jan 01, 2019",2026
Hall Technologies,,Accessory,,,,University of Utah,Classroom,BEHS,BEHS 114,114,"Jan 01, 2019",2026
2 ceiling mounted,"8""","Audio (Speaker, amplifier)",,,,University of Utah,Classroom,BUC,BUC 304 - F,304 - F,"Jan 01, 2019",2026
Hall Technologies,USB 2.0 over Cat6,Accessory,,,,University of Utah,Classroom,FASB,FASB 250 - F,250 - F,"Jan 01, 2019",2026
"8"" Crestron",4 Total,"Audio (Speaker, amplifier)",,,,University of Utah,Classroom,GC,GC 2781,2781,"Jan 01, 2019",2026
2 ceiling mounted,"6"" wide","Audio (Speaker, amplifier)",,,,University of Utah,Classroom,HPR N,HRP N 218 - F,218 - F,"Jan 01, 2019",2026
Inacessable,,Control Processor,,,,University of Utah,Classroom,HSEB,HSEB 1007,1007,"Jan 01, 2019",2026
Atlona,AT-USB-EX-100-Kit,Camera,,,,University of Utah,Classroom,GC,GC 1760,1760,"Jan 01, 2019",2026
Crestron,C2NIO,Accessory,,,,University of Utah,Classroom,GC,GC 2575,2575,"Jan 01, 2019",2026
Crestron,AM-3000,Wireless Presentation,10.88.39.141,c4.42.68.57.97.38,,University of Utah,Classroom,BEHS,BEHS 105,105,"Jan 01, 2019",2026
Crestron,HD-TX-201-C-2G-E,"TX, RX, Scaler",,,,University of Utah,Classroom,BUC,BUC 105 - F,105 - F,"Jan 01, 2019",2026
Ulink,UL10,Accessory,,,,University of Utah,Classroom,BUC,BUC 206 - F,206 - F,"Jan 01, 2019",2026
Da-Lite,,Accessory,,,,University of Utah,Classroom,BEHS,BEHS 116,116,"Jan 01, 2019",2026
Crestron,DM-TX-4K-302-C,"TX, RX, Scaler",,00.10.7f.85.6b.a0,,University of Utah,Classroom,CTIHB,CTIHB 101 - F,101 - F,"Jan 01, 2019",2026
2 Mounted on front wall,,"Audio (Speaker, amplifier)",,,,University of Utah,Classroom,FASB,FASB 295 - F,295 - F,"Jan 01, 2019",2026
Atlona,Mount,Camera,,,,University of Utah,Classroom,GC,GC 3640,3640,"Jan 01, 2019",2026
Da-Lite,,Accessory,,,,University of Utah,Classroom,HPR N,HPR N 225 - F,225 - F,"Jan 01, 2019",2026
Trendnet,TPE-TG50G,Networking,,,,University of Utah,Classroom,HSEB,HSEB 1130,1130,"Jan 01, 2019",2026
16 Ceiling mounted,"6"" wide","Audio (Speaker, amplifier)",,,,University of Utah,Classroom,MEK,MEK 3550,3550,"Jan 01, 2019",2026
12 Ceiling Mounted,"8"" wide","Audio (Speaker, amplifier)",,,,University of Utah,Classroom,JWB,JWB 335 - F,335 - F,"Jan 01, 2019",2026
Atlona,AT-HDVS-CAM-HDMI-BK,Camera,,,,University of Utah,Classroom,HSEB,HSEB 2908,2908,"Jan 01, 2019",2026
6,,"Audio (Speaker, amplifier)",,,,University of Utah,Classroom,HSEB,HSEB 3430,3430,"Jan 01, 2019",2026
Crestron,Crestron DMF-CI-8,"TX, RX, Scaler",,,,University of Utah,Classroom,HSEB,HSEB 4100C,4100C,"Jan 01, 2019",2026
Crestron,TSW-760,User Interface,192.168.0.99,00.10.7f.d0.e2.ca,,University of Utah,Classroom,MEK,MEK 3550,3550,"Jan 01, 2019",2026
Sennheiser,EM 100 G4,Audio (Microphone),,,,University of Utah,Classroom,JWB,JWB 335 - F,335 - F,"Jan 01, 2019",2026
Crestron,DMPS3-300-C,Control Processor,10.72.36.70,00.10.7f.be.4d.a5,,University of Utah,Classroom,HSEB,HSEB 2600,2600,"Jan 01, 2019",2026
Atlona,AT-HDVS-CAMHDMI-BK,Camera,,,,University of Utah,Classroom,HSEB,HSEB 3430,3430,"Jan 01, 2019",2026
Crestron,Crestron DM-NVX-E30C,"TX, RX, Scaler",,,,University of Utah,Classroom,HSEB,HSEB 4100C,4100C,"Jan 01, 2019",2026
Trendnet,TPE-TG50g/A,Networking,,,,University of Utah,Classroom,MCD,MCD 230 - F,230 - F,"Jan 01, 2019",2026
Da-Lite,,Accessory,,,,University of Utah,Classroom,JWB,JWB 333-F,333-F,"Jan 01, 2019",2026
Crestron,TSW-1060,User Interface,10.72.36.67,00.10.7f.a0.ff.b0,,University of Utah,Classroom,HSEB,HSEB 2120,2120,"Jan 01, 2019",2026
Crestron,AMP-3210T,Accessory,,,,University of Utah,Classroom,JTB,JTB 130,130,"Jan 01, 2019",2026
Shure,Sure MX 202 Mics,Audio (Microphone),,,,University of Utah,Classroom,HSEB,HSEB 4100C,4100C,"Jan 01, 2019",2026
Panasonic,PT-VMZ51,Display,,,,University of Utah,Classroom,MCD,MCD 230 - F,230 - F,"Jan 01, 2019",2026
Crestron,DMPS3-300-C,Control Processor,10.80.35.150,00.10.7F.9D.5D.8D,,University of Utah,Classroom,JWB,JWB 333-F,333-F,"Jan 01, 2019",2026
Soundweb,London blu-100,Control Processor,,,,University of Utah,Classroom,HSEB,HSEB 1750,1750,"Jan 01, 2019",2026
Crestron,TS-770,User Interface,10.80.34.147,c4.42.68.26.2a.31,,University of Utah,Classroom,JTB,JTB 130,130,"Jan 01, 2019",2026
Dell,Dell P2424HT,Display,,,,University of Utah,Classroom,HSEB,HSEB 4100C,4100C,"Jan 01, 2019",2026
Crestron,HD-RX-201-C-E,"TX, RX, Scaler",10.80.41.151,00:10:7f:b3:2e:aa,,University of Utah,Classroom,WBB,WBB 617 - F,617 - F,"Jan 01, 2019",2026
Crestron,CEN-SW-POE-5 Port,Networking,060A-060B,,,University of Utah,Classroom,BEHS,BEHS Aud.,Aud.,"Jan 01, 2019",2026
Crestron,AM-3000,Wireless Presentation,10.88.39.165,c4.42.68.57.93.58,,University of Utah,Classroom,BEHS,BEHS Aud.,Aud.,"Jan 01, 2019",2026
Blu-Ray,BD-S477,Accessory,,,,University of Utah,Classroom,BEHS,BEHS Aud.,Aud.,"Jan 01, 2019",2026
Hall Technologies,,Networking,,,,University of Utah,Classroom,BEHS,BEHS Aud.,Aud.,"Jan 01, 2019",2026
Crestron,DM-RMC-4KZ-100-C,"TX, RX, Scaler",,,,University Health Care,Conference Room,Helix,Medium Conf 1C108,1C108,"Mar 28, 2024",2030
Polycom,G7500 Codec w/ wall mount,Accessory,,,,University Health Care,Conference Room,Helix,Large Conf 3C115,3C115,"Mar 28, 2024",2030
Polycom,Poly Studio X70 w/ TC8 Touchpanel,"Audio (Speaker, amplifier)",,,,University Health Care,Conference Room,Helix,Small Conf 3C108,3C108,"Mar 28, 2024",2030
Samsung,QB98R,Display,,,,University Health Care,Conference Room,Helix,Medium Conf 2C050,2C050,"Mar 28, 2024",2030
Biamp,TesiraFORTE DAN CI,Accessory,,,,University Health Care,Conference Room,Helix,Medium Conf 1C120,1C120,"Mar 28, 2024",2030
Samsung,QB85R,Display,,,,University Health Care,Conference Room,Helix,Small Conf 1C112,1C112,"Mar 28, 2024",2030
Samsung,QB98R,Display,,,,University Health Care,Conference Room,Helix,Medium Conf 4C050,4C050,"Mar 28, 2024",2030
Crestron,DM-TX-4KZ-100-C-1G,"TX, RX, Scaler",,,,University Health Care,Conference Room,Helix,Large Conf 5N201,5N201,"Mar 28, 2024",2030
Crestron,DM-RMC-4KZ-100-C,"TX, RX, Scaler",,,,University Health Care,Conference Room,Helix,Small Conf 1C052,1C052,"Mar 28, 2024",2030
Biamp,TesiraFORTE DAN CI,Accessory,,,,University Health Care,Conference Room,Helix,Medium Conf 1C202,1C202,"Mar 28, 2024",2030
Polycom,Poly Studio X70 w/ TC8 Touchpanel,"Audio (Speaker, amplifier)",,,,University Health Care,Conference Room,Helix,Meeting Room 5N134,5N134,"Mar 28, 2024",2030
Barco,ClickShare C-10,Wireless Presentation,,,,University Health Care,Office,Helix,Office 1S141,1S141,"Mar 28, 2024",2030
Polycom,Poly Studio X30 w/ TC8 Touchpanel,"Audio (Speaker, amplifier)",,,,University Health Care,Huddle Room,Helix,Huddle 1N132,1N132,"Mar 28, 2024",2030
Crestron,DM-RMC-4KZ-100-C,"TX, RX, Scaler",,,,University Health Care,Huddle Room,Helix,Huddle 5C110,5C110,"Mar 28, 2024",2030
Samsung,QB55R,Display,,,,University Health Care,Office,Helix,Office 4N206,4N206,"Mar 28, 2024",2030
Samsung,QB55R,Display,,,,University Health Care,Huddle Room,Helix,Huddle 3N133,3N133,"Mar 28, 2024",2030
Polycom,Poly Studio X30 w/ TC8 Touchpanel,"Audio (Speaker, amplifier)",,,,University Health Care,Huddle Room,Helix,Huddle 5S137,5S137,"Mar 28, 2024",2030
Samsung,QM55R,Display,,,,University Health Care,Digital Signage,Helix,Building Wide Digital Signage,,"Mar 28, 2024",2030
Samsung,QB55R,Display,,,,University Health Care,Huddle Room,Helix,Huddle 4C108,4C108,"Mar 28, 2024",2030
Barco,ClickShare C-10,Wireless Presentation,,,,University Health Care,Office,Helix,Office 1S132,1S132,"Mar 28, 2024",2030
Polycom,Poly Studio X30 w/ TC8 Touchpanel,"Audio (Speaker, amplifier)",,,,University Health Care,Huddle Room,Helix,Huddle GS103,GS103,"Mar 28, 2024",2030
Shure,QLXD14/83,Audio (Microphone),,,,University Health Care,Auditorium,Helix,Lecture/Conference GS150/GS155,GS150/GS155,"Mar 28, 2024",2030
Crestron,DM-NVX-351,"TX, RX, Scaler",,,,University Health Care,Auditorium,Helix,Lecture/Conference GS150/GS155,GS150/GS155,"Mar 28, 2024",2030
Netgear,M4250-26G4XF-POE+,Networking,,,,University Health Care,Auditorium,Helix,Lecture/Conference GS150/GS155,GS150/GS155,"Mar 28, 2024",2030
Biamp,Tesira EX-MOD,Accessory,,,,University Health Care,Auditorium,Helix,Lecture/Conference GS150/GS155,GS150/GS155,"Mar 28, 2024",2030
PXE,,User Interface,,,,University of Utah,Classroom,HPR N,HPR N 229 - F,229 - F,"Jan 01, 2019",2026
Crestron,TS-770,User Interface,10.88.2.182,00.10.7f.fb.37.fa,,University of Utah,Classroom,MLIB,MLIB 1715 - F,1715 - F,"Jan 01, 2019",2026
Atlona,Camera,Camera,,,,University of Utah,Classroom,GC,GC 3660,3660,"Jan 01, 2019",2026
Crestron,DMPS3-300-C,Control Processor,10.88.5.201,00.10.7f.d4.05.f5,,University of Utah,Classroom,GC,GC 5680,5680,"Jan 01, 2019",2026
